item_id,model_label,n_params_b,source_benchmark,topic,has_diagram,answer_type,d_c,question_chars,answer_chars,solution_chars,tokens_in,tokens_out,latency_s,is_correct,tokens_out_log,question_chars_log,solution_chars_log
OlympiadBench_1071,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,119,38,286,84.0,444.0,4.89,0,6.09807428216624,4.787491742782046,5.659482215759621
OlympiadBench_1072,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,440,89,697,152.0,337.0,3.64,1,5.823045895483019,6.089044875446846,6.548219102762372
OlympiadBench_1073,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,272,74,995,128.0,655.0,5.42,0,6.486160788944089,5.60947179518496,6.903747257584598
OlympiadBench_1097,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,4,595,26,2597,170.0,1024.0,10.91,0,6.932447891572509,6.39024066706535,7.862497197230545
OlympiadBench_1098,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,399,7,1466,127.0,1024.0,9.24,0,6.932447891572509,5.991464547107982,7.2909747781429814
OlympiadBench_1099,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,1,550,6,1704,152.0,766.0,8.59,0,6.642486801367256,6.311734809152915,7.4413203897176174
OlympiadBench_1101,DeepSeekV3,671.0,OlympiadBench,Physics,0,formula,0,77,15,291,64.0,207.0,2.8,0,5.337538079701318,4.356708826689592,5.676753802268282
PhysReason_cal_problem_00069,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,2,750,8,1416,231.0,825.0,7.49,0,6.716594773520978,6.621405651764134,7.256297239690681
PhysReason_cal_problem_00224,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,1,879,32,1231,247.0,536.0,4.57,0,6.285998094508865,6.779921907472252,7.116394144093465
PhysReason_cal_problem_00252,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,611,34,784,196.0,235.0,2.52,0,5.4638318050256105,6.416732282512326,6.665683717782408
PhysReason_cal_problem_00272,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,1,327,7,678,116.0,466.0,4.17,0,6.1463292576688975,5.793013608384144,6.520621127558696
PhysReason_cal_problem_00273,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,200,14,582,91.0,124.0,1.34,0,4.8283137373023015,5.303304908059076,6.368187186350492
PhysReason_cal_problem_00340,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,1,409,58,1043,156.0,362.0,3.71,0,5.8944028342648505,6.016157159698354,6.950814768442584
PhysReason_cal_problem_00346,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,1,424,74,1052,135.0,507.0,6.81,0,6.230481447578482,6.052089168924417,6.959398512133975
PhysReason_cal_problem_00365,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,186,25,415,82.0,112.0,1.71,1,4.727387818712341,5.231108616854587,6.030685260261263
PhysReason_cal_problem_00418,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,535,60,537,157.0,248.0,2.68,0,5.517452896464707,6.284134161070802,6.2878585601617845
PhysReason_cal_problem_00419,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,149,40,554,72.0,144.0,1.63,0,4.976733742420574,5.0106352940962555,6.318968113746434
PhysReason_cal_problem_00432,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,376,15,610,141.0,268.0,2.42,0,5.594711379601839,5.932245187448011,6.415096959171596
PhysReason_cal_problem_00575,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,209,11,437,93.0,474.0,4.99,0,6.163314804034641,5.3471075307174685,6.082218910376446
PhysReason_cal_problem_00577,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,1,270,26,975,111.0,383.0,3.75,0,5.950642552587727,5.602118820879701,6.883462586413092
PhysReason_cal_problem_00665,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,2,240,81,850,96.0,92.0,1.42,0,4.532599493153256,5.484796933490655,6.7464121285733745
PhysReason_cal_problem_00701,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,158,3,404,77.0,369.0,5.98,0,5.91350300563827,5.0689042022202315,6.003887067106539
PhysReason_cal_problem_00736,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,566,41,986,172.0,334.0,3.44,0,5.814130531825066,6.340359303727752,6.894670039433482
PhysReason_cal_problem_00840,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,402,57,438,134.0,262.0,2.71,1,5.572154032177765,5.998936561946683,6.0844994130751715
PhysReason_cal_problem_00906,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,numeric,0,188,4,290,97.0,287.0,2.74,1,5.662960480135946,5.241747015059643,5.673323267171493
PhysReason_cal_problem_00915,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,404,26,442,141.0,185.0,1.95,1,5.225746673713202,6.003887067106539,6.093569770045136
PhysReason_cal_problem_00945,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,1,302,11,501,108.0,300.0,3.17,0,5.707110264748875,5.713732805509369,6.218600119691729
PhysReason_cal_problem_01098,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,827,70,2507,255.0,1024.0,8.83,0,6.932447891572509,6.71901315438526,7.827240901752812
PhysReason_cal_problem_01115,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,261,64,595,107.0,251.0,2.4,0,5.529429087511423,5.568344503761097,6.39024066706535
PhysReason_cal_problem_01184,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,682,31,1548,222.0,1024.0,10.98,0,6.932447891572509,6.52649485957079,7.3453648404168685
PhysReason_cal_problem_01211,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,454,33,722,150.0,129.0,1.54,0,4.867534450455582,6.12029741895095,6.583409222158765
PhysReason_cal_problem_01276,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,397,20,493,125.0,131.0,1.63,0,4.882801922586371,5.986452005284438,6.202535517187923
PhysReason_cal_problem_01375,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,234,189,1112,118.0,243.0,2.55,0,5.497168225293202,5.459585514144159,7.014814351275545
PhysReason_cal_problem_01390,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,2,312,98,866,114.0,154.0,1.74,0,5.043425116919247,5.746203190540153,6.7650389767805414
PhysReason_cal_problem_01469,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,217,125,1100,101.0,273.0,2.71,0,5.6131281063880705,5.384495062789089,7.00397413672268
PhysReason_cal_problem_01515,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,643,91,820,185.0,169.0,1.9,1,5.135798437050262,6.467698726104354,6.710523109452428
PhysReason_comp_problem_4,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,0,300,18,2959,115.0,661.0,5.84,0,6.495265555937008,5.707110264748875,7.992944547318106
PhysReason_comp_problem_95,DeepSeekV3,671.0,PhysReason,physics_reasoning,0,formula,3,1895,133,3308,768.0,789.0,6.47,0,6.672032945461067,7.547501682814967,8.104401307921613
PHYBench_495,KimiK2,1000.0,PHYBench,OPTICS,0,formula,0,2266,94,4588,494.0,1024.0,61.97,0,6.932447891572509,7.726212650507529,8.431417414394833
PHYBench_600,KimiK2,1000.0,PHYBench,OPTICS,0,formula,0,731,24,551,235.0,1024.0,56.76,0,6.932447891572509,6.595780513961311,6.313548046277095
PHYBench_285,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,593,26,1341,177.0,1024.0,58.08,0,6.932447891572509,6.386879319362645,7.201916317531627
PHYBench_321,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,1139,101,724,307.0,1024.0,55.49,0,6.932447891572509,7.038783541388542,6.586171654854675
PHYBench_674,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,4,554,32,1822,176.0,1024.0,53.91,0,6.932447891572509,6.318968113746434,7.508238774678663
PHYBench_83,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,1130,42,2064,306.0,1024.0,56.04,0,6.932447891572509,7.030857476116121,7.632885505395133
PHYBench_54,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,549,34,473,165.0,1024.0,54.19,0,6.932447891572509,6.309918278226516,6.161207321695077
PHYBench_10,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,410,117,1085,160.0,1024.0,54.34,0,6.932447891572509,6.018593214496234,6.990256500493881
PHYBench_33,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,843,104,1409,239.0,1024.0,55.25,0,6.932447891572509,6.738152494595957,7.251344983372214
PHYBench_41,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,469,51,352,158.0,757.0,40.21,1,6.630683385642372,6.152732694704104,5.8664680569332965
PHYBench_453,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,2068,121,1091,499.0,1024.0,54.05,0,6.932447891572509,7.634820677745543,6.9957661563048505
PHYBench_281,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,0,1063,48,1707,287.0,1024.0,53.5,0,6.932447891572509,6.96979066990159,7.443078374348516
PHYBench_95,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,953,131,3020,277.0,1024.0,54.7,0,6.932447891572509,6.860663671448287,8.013343181386672
PHYBench_101,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,5,1747,42,3871,450.0,1024.0,59.58,0,6.932447891572509,7.466227556215481,8.261526448396468
PHYBench_630,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,1166,78,1147,346.0,1024.0,72.33,0,6.932447891572509,7.062191632286556,7.045776576879511
PHYBench_134,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,304,21,1419,136.0,1024.0,78.2,0,6.932447891572509,5.720311776607412,7.258412150595307
PHYBench_650,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,767,70,1892,221.0,1024.0,75.44,0,6.932447891572509,6.643789733147672,7.545918151209323
PHYBench_332,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,4,955,445,2997,261.0,1024.0,77.44,0,6.932447891572509,6.862757913051401,8.005700678662542
PHYBench_250,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,1077,304,2246,316.0,1024.0,76.29,0,6.932447891572509,6.982862751468942,7.717351272185329
PHYBench_409,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,1807,72,3453,446.0,1024.0,66.39,0,6.932447891572509,7.4999765409521215,8.147288258706624
PHYBench_133,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,191,21,1029,90.0,114.0,7.76,0,4.74493212836325,5.2574953720277815,6.937314081223682
PHYBench_336,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,829,101,1447,210.0,1024.0,59.53,0,6.932447891572509,6.721425700790643,7.277938572945661
PHYBench_88,KimiK2,1000.0,PHYBench,MODERN,0,formula,2,1639,149,2915,450.0,1024.0,64.61,0,6.932447891572509,7.402451520818244,7.977968093128549
PHYBench_105,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,907,16,1294,294.0,1024.0,58.87,0,6.932447891572509,6.811244378601294,7.166265974133638
PHYBench_617,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,941,51,2001,245.0,1024.0,72.63,0,6.932447891572509,6.848005274576363,7.601901959875166
PHYBench_702,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,1012,51,4686,282.0,1024.0,75.8,0,6.932447891572509,6.920671504248683,8.452547997922705
PHYBench_367,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,432,92,2458,170.0,1024.0,59.81,0,6.932447891572509,6.07073772800249,7.807510042216193
PHYBench_497,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,1041,83,1423,277.0,1024.0,57.35,0,6.932447891572509,6.948897222313312,7.261225091971921
PHYBench_457,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,696,297,881,190.0,1024.0,72.79,0,6.932447891572509,6.546785410760524,6.782192056006791
PHYBench_432,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,985,139,690,268.0,1024.0,67.3,0,6.932447891572509,6.893656354602635,6.53813982376767
PHYBench_284,KimiK2,1000.0,PHYBench,OPTICS,0,formula,0,1221,107,1745,329.0,1024.0,61.83,1,6.932447891572509,7.108244139731541,7.465082736399547
PHYBench_39,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,626,47,495,183.0,770.0,54.32,1,6.647688373563329,6.440946540632921,6.206575926724928
PHYBench_124,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,514,52,1797,167.0,1024.0,86.86,0,6.932447891572509,6.244166900663736,7.494430215031565
PHYBench_55,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,731,70,1621,203.0,1024.0,82.6,1,6.932447891572509,6.595780513961311,7.3914152346753585
PHYBench_419,KimiK2,1000.0,PHYBench,OPTICS,0,formula,0,710,258,1026,233.0,1024.0,84.33,0,6.932447891572509,6.566672429803241,6.934397209928558
PHYBench_458,KimiK2,1000.0,PHYBench,ADVANCED,0,formula,1,597,47,507,205.0,677.0,55.94,1,6.519147287940395,6.393590753950631,6.230481447578482
PHYBench_206,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,675,206,1318,228.0,1024.0,87.75,0,6.932447891572509,6.516193076042964,7.1846291527173145
PHYBench_204,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,658,81,769,194.0,1024.0,76.88,0,6.932447891572509,6.490723534502507,6.646390514847729
PHYBench_478,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,795,41,670,217.0,1024.0,76.47,0,6.932447891572509,6.679599185844383,6.508769136971682
PHYBench_71,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,2,1173,105,5316,361.0,1024.0,71.39,0,6.932447891572509,7.068172000388042,8.57866451350434
PHYBench_259,KimiK2,1000.0,PHYBench,MODERN,0,formula,0,743,55,3134,229.0,1024.0,58.34,0,6.932447891572509,6.612041034833092,8.050384453067021
PHYBench_766,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,367,73,3076,134.0,1024.0,59.22,0,6.932447891572509,5.908082938168931,8.031710375322042
PHYBench_716,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,1577,49,987,373.0,1024.0,65.0,0,6.932447891572509,7.363913501405819,6.895682697747868
PHYBench_103,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,744,30,1250,246.0,1024.0,68.06,0,6.932447891572509,6.61338421837956,7.1316985104669115
PHYBench_310,KimiK2,1000.0,PHYBench,MODERN,0,formula,3,550,151,510,172.0,717.0,45.45,1,6.576469569048224,6.311734809152915,6.236369590203704
PHYBench_110,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,597,73,1420,199.0,1024.0,50.27,0,6.932447891572509,6.393590753950631,7.259116128097101
PHYBench_256,KimiK2,1000.0,PHYBench,MODERN,0,formula,3,906,34,2057,277.0,1024.0,61.23,0,6.932447891572509,6.810142450115136,7.629489916393995
PHYBench_112,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,2,563,71,5191,178.0,1024.0,61.49,0,6.932447891572509,6.335054251498059,8.554874258383926
PHYBench_505,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,1370,108,818,354.0,1024.0,62.86,0,6.932447891572509,7.223295679562314,6.70808408385307
PHYBench_331,KimiK2,1000.0,PHYBench,OPTICS,0,formula,0,1229,71,1503,285.0,1024.0,59.67,0,6.932447891572509,7.114769448366463,7.315883504509785
PHYBench_498,KimiK2,1000.0,PHYBench,OPTICS,0,formula,0,1483,219,4675,373.0,1024.0,65.84,0,6.932447891572509,7.302496423727326,8.450198322591959
PHYBench_737,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,3,592,45,1500,178.0,1024.0,79.61,0,6.932447891572509,6.385194398997726,7.313886831633462
PHYBench_636,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,3,725,74,2021,226.0,1024.0,98.65,0,6.932447891572509,6.587550014824796,7.611842399580417
PHYBench_420,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,982,40,2051,264.0,1024.0,71.6,0,6.932447891572509,6.890609120147166,7.62657020629066
PHYBench_228,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,3,887,162,3088,243.0,1024.0,77.0,0,6.932447891572509,6.78897174299217,8.035602692918582
PHYBench_450,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,767,104,719,210.0,1024.0,76.35,0,6.932447891572509,6.643789733147672,6.579251212010101
PHYBench_708,KimiK2,1000.0,PHYBench,OPTICS,0,formula,0,1353,66,1571,341.0,1024.0,79.07,0,6.932447891572509,7.21081845347222,7.360103972989152
PHYBench_649,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,3,915,96,1531,261.0,1024.0,56.14,0,6.932447891572509,6.82001636467413,7.3343293503005365
PHYBench_688,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,3,547,39,3170,174.0,1024.0,86.95,0,6.932447891572509,6.306275286948016,8.061802274538348
PHYBench_118,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,256,29,791,116.0,1024.0,85.6,0,6.932447891572509,5.54907608489522,6.674561391814426
PHYBench_318,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,433,60,650,147.0,832.0,67.99,1,6.725033642166843,6.073044534100405,6.478509642208569
PHYBench_62,KimiK2,1000.0,PHYBench,ADVANCED,0,formula,1,1959,28,1287,637.0,1024.0,81.56,0,6.932447891572509,7.580699752224563,7.160845906664299
PHYBench_143,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,432,52,4134,138.0,1024.0,48.31,0,6.932447891572509,6.07073772800249,8.327242607457793
PHYBench_401,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,3,702,69,2545,205.0,1024.0,59.35,0,6.932447891572509,6.555356891810665,7.842278779117352
PHYBench_443,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,2090,105,1978,527.0,1024.0,47.49,0,6.932447891572509,7.645397699428633,7.590346945602565
PHYBench_115,KimiK2,1000.0,PHYBench,ADVANCED,0,formula,1,1097,161,3972,310.0,1024.0,62.49,0,6.932447891572509,7.001245622069476,8.287276755814599
PHYBench_493,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,2,990,92,2632,261.0,1024.0,57.88,0,6.932447891572509,6.898714534329988,7.87587915949631
PHYBench_69,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,3,2905,102,4543,778.0,1024.0,56.5,0,6.932447891572509,7.974532844130228,8.421562960400987
PHYBench_65,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,2,818,62,3674,215.0,1024.0,54.45,0,6.932447891572509,6.70808408385307,8.209308411646937
PHYBench_131,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,680,26,918,235.0,1005.0,53.68,0,6.913737350659685,6.523562306149512,6.823286122355687
PHYBench_709,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,879,45,1845,251.0,1024.0,54.31,0,6.932447891572509,6.779921907472252,7.520776415062797
PHYBench_423,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,643,105,3319,239.0,1024.0,46.73,0,6.932447891572509,6.467698726104354,8.107720061910534
PHYBench_36,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,914,62,3560,267.0,1024.0,57.88,0,6.932447891572509,6.818924065275521,8.177796683277778
PHYBench_333,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,2,477,170,1333,172.0,1024.0,45.5,0,6.932447891572509,6.169610732491456,7.195937226475569
PHYBench_50,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,820,182,3555,235.0,1024.0,54.85,0,6.932447891572509,6.710523109452428,8.176391596633795
PHYBench_221,KimiK2,1000.0,PHYBench,MODERN,0,formula,3,853,403,1530,263.0,1024.0,53.21,0,6.932447891572509,6.74993119378857,7.333676395657684
PHYBench_120,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,445,54,875,148.0,1024.0,54.09,0,6.932447891572509,6.100318952020064,6.775366090936392
PHYBench_121,KimiK2,1000.0,PHYBench,MODERN,0,formula,0,620,177,2348,178.0,1024.0,43.96,0,6.932447891572509,6.431331081933479,7.761744984658913
PHYBench_648,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,3,933,109,2373,253.0,1024.0,53.86,0,6.932447891572509,6.839476438228843,7.772331575169614
PHYBench_72,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,1076,25,1823,306.0,1024.0,45.4,0,6.932447891572509,6.981934677156389,7.508787170634276
PHYBench_603,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,1547,59,605,371.0,1024.0,53.98,0,6.932447891572509,7.344719054149673,6.406879986069314
PHYBench_670,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,1504,60,1434,421.0,1024.0,55.79,0,6.932447891572509,7.316548177182976,7.268920128193722
PHYBench_140,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,372,24,834,125.0,1024.0,53.5,0,6.932447891572509,5.921578419643816,6.727431724850855
PHYBench_653,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,2,1030,41,2291,271.0,1024.0,56.26,0,6.932447891572509,6.93828448401696,7.73718007783463
PHYBench_719,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,1,919,42,2013,284.0,1024.0,49.36,0,6.932447891572509,6.824373670043086,7.607878073278507
PHYBench_211,KimiK2,1000.0,PHYBench,MODERN,0,formula,0,691,39,3330,240.0,1024.0,40.52,0,6.932447891572509,6.539585955617669,8.11102783819368
PHYBench_139,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,0,506,69,1236,169.0,1024.0,44.43,0,6.932447891572509,6.2285110035911835,7.1204443723924875
PHYBench_106,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,685,35,641,190.0,1024.0,53.91,0,6.932447891572509,6.530877627725885,6.464588303689961
PHYBench_58,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,1656,37,3243,543.0,1024.0,55.96,0,6.932447891572509,7.4127640174265625,8.084562415235304
PHYBench_412,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,0,1549,302,1064,415.0,1024.0,56.65,0,6.932447891572509,7.346010209913293,6.970730078143525
PHYBench_43,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,1,703,439,2096,220.0,1024.0,55.36,0,6.932447891572509,6.556778356158042,7.64826303090192
PHYBench_117,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,2,919,49,1872,269.0,1024.0,52.7,0,6.932447891572509,6.824373670043086,7.5352967024440884
PHYBench_42,KimiK2,1000.0,PHYBench,OPTICS,0,formula,2,428,60,1527,149.0,1024.0,50.84,0,6.932447891572509,6.061456918928017,7.331714969726466
PHYBench_45,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,2,1132,107,1701,394.0,1024.0,41.85,0,6.932447891572509,7.0326242610280065,7.43955930913332
PHYBench_37,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,3,1203,29,2151,340.0,1024.0,49.51,0,6.932447891572509,7.093404625868766,7.674152921281675
PHYBench_654,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,1329,114,1869,352.0,1024.0,49.68,0,6.932447891572509,7.1929342212158,7.533693709848633
PHYBench_244,KimiK2,1000.0,PHYBench,THERMODYNAMICS,0,formula,0,445,26,413,156.0,1024.0,50.92,0,6.932447891572509,6.100318952020064,6.025865973825314
PHYBench_25,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,4,449,21,777,156.0,1024.0,44.96,0,6.932447891572509,6.1092475827643655,6.656726524178391
PHYBench_100,KimiK2,1000.0,PHYBench,MECHANICS,0,formula,1,966,37,4601,245.0,1024.0,54.97,0,6.932447891572509,6.874198495453294,8.434246270595311
PHYBench_89,KimiK2,1000.0,PHYBench,ELECTRICITY,0,formula,2,2220,386,5621,561.0,1024.0,53.57,0,6.932447891572509,7.7057128238944275,8.634442751466477
OlympiadBench_802,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,651,8,476,208.0,547.0,30.2,0,6.306275286948016,6.480044561926653,6.1675164908883415
OlympiadBench_803,KimiK2,1000.0,OlympiadBench,Physics,0,formula,1,733,18,508,270.0,993.0,53.47,0,6.901737206656574,6.598509028614515,6.2324480165505225
OlympiadBench_806,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,637,20,1315,200.0,577.0,25.47,1,6.359573868672378,6.45833828334479,7.182352111885263
OlympiadBench_807,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,724,4,561,236.0,1024.0,54.57,0,6.932447891572509,6.586171654854675,6.331501849893691
OlympiadBench_808,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,849,7,346,256.0,1024.0,53.32,0,6.932447891572509,6.745236349484363,5.849324779946859
OlympiadBench_810,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,1168,4,606,367.0,1024.0,49.91,1,6.932447891572509,7.063903961472068,6.408528791059498
OlympiadBench_811,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,823,6,390,253.0,306.0,15.15,1,5.726847747587197,6.714170529909472,5.968707559985366
OlympiadBench_812,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,812,2,1093,215.0,1024.0,40.01,0,6.932447891572509,6.70073110954781,6.9975959829819265
OlympiadBench_813,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,604,5,618,212.0,1024.0,46.4,0,6.932447891572509,6.405228458030842,6.428105272684596
OlympiadBench_814,KimiK2,1000.0,OlympiadBench,Physics,0,formula,0,483,5,558,151.0,837.0,41.56,0,6.731018100482083,6.182084906716632,6.326149473155099
OlympiadBench_816,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,535,4,321,169.0,121.0,5.85,0,4.804021044733257,6.284134161070802,5.7745515455444085
OlympiadBench_817,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,604,3,829,203.0,1024.0,48.65,0,6.932447891572509,6.405228458030842,6.721425700790643
OlympiadBench_819,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,2,1323,5,423,475.0,422.0,22.14,1,6.0473721790462776,7.188412736496954,6.049733455231958
OlympiadBench_821,KimiK2,1000.0,OlympiadBench,Physics,0,formula,2,254,6,597,110.0,1024.0,41.27,0,6.932447891572509,5.541263545158426,6.393590753950631
OlympiadBench_823,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,2,993,1,500,322.0,1024.0,47.87,0,6.932447891572509,6.901737206656574,6.2166061010848646
OlympiadBench_826,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,1531,7,1350,390.0,1024.0,47.69,0,6.932447891572509,7.3343293503005365,7.208600337960199
OlympiadBench_828,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,1335,4,1885,374.0,1024.0,41.91,0,6.932447891572509,7.197435354096591,7.542213463193403
OlympiadBench_835,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,2,524,6,1779,183.0,1024.0,47.39,0,6.932447891572509,6.263398262591624,7.484368643286131
OlympiadBench_836,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,1,422,5,2469,154.0,1024.0,48.03,0,6.932447891572509,6.0473721790462776,7.8119734296220225
OlympiadBench_837,KimiK2,1000.0,OlympiadBench,Physics,0,numeric,0,874,7,1071,264.0,1024.0,48.91,0,6.932447891572509,6.774223886357614,6.977281341630747
